,sFIPS,wf,cost,bass
1091,21177,0,0,0
1092,21179,0,0,0
1093,21181,0,0,0
1094,21183,0,0,0
1095,21185,0,1,1
1096,21187,0,0,0
1097,21189,0,0,0
1098,21191,0,0,0
1099,21193,0,0,0
1100,21195,0,0,0
1101,21197,0,0,0
1102,21199,0,0,0
1103,21201,0,0,0
1104,21203,0,0,0
1105,21205,0,0,0
1106,21207,0,0,0
1107,21209,0,0,0
1108,21211,0,0,0
1109,21213,0,0,0
1110,21215,0,0,0
1111,21217,0,0,0
1112,21219,0,0,0
1113,21221,0,0,0
1114,21223,0,0,0
1115,21225,0,0,0
1116,21227,0,0,1
1117,21229,0,0,0
1118,21231,0,0,0
1119,21233,0,0,0
1120,21235,0,0,0
1121,21237,0,0,0
1122,21239,0,0,0
1123,22001,0,0,0
1124,22003,0,0,0
1125,22005,0,0,1
1126,22007,0,0,0
1127,22009,0,0,0
1128,22011,0,0,0
1129,22013,0,0,0
1130,22015,0,0,1
1131,22017,1,0,0
1132,22019,0,0,0
1133,22021,0,0,0
1134,22023,0,0,0
1135,22025,0,0,0
1136,22027,0,0,0
1137,22029,0,0,0
1138,22031,0,0,0
1139,22033,1,1,0
1140,22035,0,0,0
1141,22037,0,0,0
1142,22039,0,0,0
1143,22041,0,0,0
1144,22043,0,0,0
1145,22045,0,0,0
1146,22047,0,0,0
1147,22049,0,0,0
1148,22051,1,0,0
1149,22053,0,0,0
1150,22055,1,1,0
1151,22057,0,0,0
1152,22059,0,0,0
1153,22061,0,0,0
1154,22063,0,0,1
1155,22065,0,0,0
1156,22067,0,0,0
1157,22069,0,0,0
1158,22071,1,1,0
1159,22073,0,0,0
1160,22075,0,0,0
1161,22077,0,0,0
1162,22079,0,0,0
1163,22081,0,0,0
1164,22083,0,0,0
1165,22085,0,0,0
1166,22087,0,0,0
1167,22089,0,0,0
1168,22091,0,0,0
1169,22093,0,0,0
1170,22095,0,0,0
1171,22097,0,0,0
1172,22099,0,0,0
1173,22101,0,0,0
1174,22103,1,0,0
1175,22105,0,0,0
1176,22107,0,0,0
1177,22109,0,0,0
1178,22111,0,0,0
1179,22113,0,0,0
1180,22115,0,0,0
1181,22117,0,0,0
1182,22119,0,0,0
1183,22121,0,0,0
1184,22123,0,0,0
1185,22125,0,0,0
1186,22127,0,0,0
1187,23001,0,0,0
1188,23003,0,0,0
1189,23005,1,0,0
1190,23007,0,0,0
1191,23009,0,0,0
1192,23011,0,0,0
1193,23013,0,0,0
1194,23015,0,0,0
1195,23017,0,0,0
1196,23019,0,0,0
1197,23021,0,0,0
1198,23023,0,0,0
1199,23025,0,0,0
1200,23027,0,0,0
1201,23029,0,0,0
1202,23031,0,0,1
1203,24001,0,0,0
1204,24003,1,1,0
1205,24005,0,1,0
1206,24009,0,0,0
1207,24011,0,0,0
1208,24013,0,0,0
1209,24015,0,0,0
1210,24017,0,0,0
1211,24019,0,0,0
1212,24021,0,1,0
1213,24023,0,0,0
1214,24025,0,0,0
1215,24027,1,1,1
1216,24029,0,0,0
1217,24031,1,1,0
1218,24033,0,1,0
1219,24035,0,0,0
1220,24037,0,0,0
1221,24039,0,0,0
1222,24041,0,0,0
1223,24043,0,0,0
1224,24045,0,0,0
1225,24047,0,0,0
1226,24510,1,0,0
1227,25001,1,0,0
1228,25003,0,0,0
1229,25005,0,0,0
1230,25007,0,0,0
1231,25009,1,1,0
1232,25011,0,0,0
1233,25013,0,1,0
1234,25015,1,0,0
1235,25017,1,1,0
1236,25019,0,0,0
1237,25021,1,1,1
1238,25023,1,0,0
1239,25025,1,1,0
1240,25027,0,0,1
1241,26001,0,0,0
1242,26003,0,0,0
1243,26005,0,0,0
1244,26007,0,0,0
1245,26009,0,0,0
1246,26011,0,0,0
1247,26013,0,0,0
1248,26015,0,0,0
1249,26017,0,0,0
1250,26019,0,0,0
1251,26021,0,0,0
1252,26023,0,0,0
1253,26025,0,0,0
1254,26027,0,0,0
1255,26029,0,0,0
1256,26031,0,0,0
1257,26033,0,0,0
1258,26035,0,0,0
1259,26037,0,0,0
1260,26039,0,0,0
1261,26041,0,0,0
1262,26043,0,0,0
1263,26045,0,0,0
1264,26047,0,0,0
1265,26049,0,0,0
1266,26051,0,0,0
1267,26053,0,0,0
1268,26055,0,1,0
1269,26057,0,0,0
1270,26059,0,0,0
1271,26061,0,0,0
1272,26063,0,0,0
1273,26065,1,1,0
1274,26067,0,0,0
1275,26069,0,0,0
1276,26071,0,0,0
1277,26073,0,0,0
1278,26075,0,0,0
1279,26077,0,1,0
1280,26079,0,0,0
1281,26081,0,1,0
1282,26083,0,0,0
1283,26085,0,0,0
1284,26087,0,0,0
1285,26089,0,0,0
1286,26091,0,0,0
1287,26093,0,1,0
1288,26095,0,0,0
1289,26097,0,0,0
1290,26099,0,1,1
1291,26101,0,0,0
1292,26103,0,0,0
1293,26105,0,0,0
1294,26107,0,0,0
1295,26109,0,0,0
1296,26111,0,1,0
1297,26113,0,0,0
1298,26115,0,0,1
1299,26117,0,0,0
1300,26119,0,0,0
1301,26121,0,0,0
1302,26123,0,0,0
1303,26125,1,1,1
1304,26127,0,0,0
1305,26129,0,0,0
1306,26131,0,0,0
1307,26133,0,0,0
1308,26135,0,0,0
1309,26137,0,0,0
1310,26139,0,1,1
1311,26141,0,0,0
1312,26143,0,0,0
1313,26145,0,0,1
1314,26147,0,0,0
1315,26149,0,0,0
1316,26151,0,0,0
1317,26153,0,0,0
1318,26155,0,0,0
1319,26157,0,0,0
1320,26159,0,0,0
1321,26161,1,1,0
1322,26163,1,1,0
1323,26165,0,0,0
1324,27001,0,0,0
1325,27003,0,1,0
1326,27005,0,0,0
1327,27007,0,0,0
1328,27009,0,0,0
1329,27011,0,0,0
1330,27013,0,0,0
1331,27015,0,0,0
1332,27017,0,0,0
1333,27019,0,0,0
1334,27021,0,0,0
1335,27023,0,0,0
1336,27025,0,0,0
1337,27027,0,0,0
1338,27029,0,0,0
1339,27031,0,0,0
1340,27033,0,0,0
1341,27035,0,1,0
1342,27037,0,1,0
1343,27039,0,0,0
1344,27041,0,0,0
1345,27043,0,0,0
1346,27045,0,0,0
1347,27047,0,0,0
1348,27049,0,0,0
1349,27051,0,0,0
1350,27053,1,1,0
1351,27055,0,0,0
1352,27057,0,0,0
1353,27059,0,0,0
1354,27061,0,0,0
1355,27063,0,0,0
1356,27065,0,0,0
1357,27067,0,0,0
1358,27069,0,0,0
1359,27071,0,0,0
1360,27073,0,0,0
1361,27075,0,0,0
1362,27077,0,0,0
1363,27079,0,0,0
1364,27081,0,0,0
1365,27083,0,0,0
1366,27085,0,0,0
1367,27087,0,0,0
1368,27089,0,0,0
1369,27091,0,0,0
1370,27093,0,0,0
1371,27095,0,0,0
1372,27097,0,0,0
1373,27099,0,0,0
1374,27101,0,0,0
1375,27103,0,0,0
1376,27105,0,0,0
1377,27107,0,0,0
1378,27109,0,1,0
1379,27111,0,0,0
1380,27113,0,0,0
1381,27115,0,0,0
1382,27117,0,0,0
1383,27119,0,0,1
1384,27121,0,0,0
1385,27123,1,0,0
1386,27125,0,0,0
1387,27127,0,0,0
1388,27129,0,0,0
1389,27131,0,0,0
1390,27133,0,0,0
1391,27135,0,0,0
1392,27137,0,0,0
1393,27139,0,1,0
1394,27141,0,0,0
1395,27143,0,0,0
1396,27145,0,1,0
1397,27147,0,0,1
1398,27149,0,0,0
1399,27151,0,0,0
1400,27153,0,0,0
1401,27155,0,0,0
1402,27157,0,0,0
1403,27159,0,0,0
1404,27161,0,0,0
1405,27163,0,1,1
1406,27165,0,0,0
1407,27167,0,0,0
1408,27169,0,0,0
1409,27171,0,0,1
1410,27173,0,0,0
1411,28001,0,0,0
1412,28003,0,0,0
1413,28005,0,0,0
1414,28007,0,0,0
1415,28009,0,0,0
1416,28011,0,0,0
1417,28013,0,0,0
1418,28015,0,0,0
1419,28017,0,0,0
1420,28019,0,0,0
1421,28021,0,0,0
1422,28023,0,0,0
1423,28025,0,0,0
1424,28027,0,0,0
1425,28029,0,0,0
1426,28031,0,0,0
1427,28033,0,0,0
1428,28035,0,0,0
1429,28037,0,0,0
1430,28039,0,0,0
1431,28041,0,0,0
1432,28043,0,0,0
1433,28045,0,0,0
1434,28047,0,0,0
1435,28049,1,0,0
1436,28051,0,0,0
1437,28053,0,0,0
1438,28055,0,0,0
1439,28057,0,0,0
1440,28059,0,0,0
1441,28061,0,0,0
1442,28063,0,0,0
1443,28065,0,0,0
1444,28067,0,0,0
1445,28069,0,0,0
1446,28071,0,0,0
1447,28073,0,0,0
1448,28075,0,0,0
1449,28077,0,0,0
1450,28079,0,0,0
1451,28081,0,0,0
1452,28083,0,0,0
1453,28085,0,0,0
1454,28087,0,0,0
1455,28089,0,1,0
1456,28091,0,0,0
1457,28093,0,0,0
1458,28095,0,0,0
1459,28097,0,0,0
1460,28099,0,0,0
1461,28101,0,0,0
1462,28103,0,0,0
1463,28105,0,0,0
1464,28107,0,0,0
1465,28109,0,0,0
1466,28111,0,0,0
1467,28113,0,0,0
1468,28115,0,0,0
1469,28117,0,0,0
1470,28119,0,0,0
1471,28121,0,0,1
1472,28123,0,0,0
1473,28125,0,0,0
1474,28127,0,0,0
1475,28129,0,0,0
1476,28131,0,0,0
1477,28133,0,0,0
1478,28135,0,0,0
1479,28137,0,0,0
1480,28139,0,0,0
1481,28141,0,0,0
1482,28143,0,0,0
1483,28145,0,0,0
1484,28147,0,0,0
1485,28149,0,0,0
1486,28151,0,0,0
1487,28153,0,0,0
1488,28155,0,0,0
1489,28157,0,0,0
1490,28159,0,0,0
1491,28161,0,0,0
1492,28163,0,0,0
1493,29001,0,0,0
1494,29003,0,0,0
1495,29005,0,0,0
1496,29007,0,0,0
1497,29009,0,0,0
1498,29011,0,0,0
1499,29013,0,0,0
1500,29015,0,0,0
1501,29017,0,0,0
1502,29019,0,0,0
1503,29021,0,0,0
1504,29023,0,0,0
1505,29025,0,0,0
1506,29027,0,0,1
1507,29029,0,0,0
1508,29031,0,0,0
1509,29033,0,0,0
1510,29035,0,0,0
1511,29037,0,0,0
1512,29039,0,0,0
1513,29041,0,0,0
1514,29043,0,0,0
1515,29045,0,0,0
1516,29047,0,0,0
1517,29049,0,0,0
1518,29051,0,0,0
1519,29053,0,0,0
1520,29055,0,0,0
1521,29057,0,0,0
1522,29059,0,0,0
1523,29061,0,0,0
1524,29063,0,0,0
1525,29065,0,0,0
1526,29067,0,0,0
1527,29069,0,0,0
1528,29071,0,0,0
1529,29073,0,0,0
1530,29075,0,0,0
1531,29077,0,0,1
1532,29079,0,0,0
1533,29081,0,0,0
1534,29083,0,0,0
1535,29085,0,0,0
1536,29087,0,0,0
1537,29089,0,0,0
1538,29091,0,0,0
1539,29093,0,0,0
1540,29095,0,1,1
1541,29097,0,0,0
1542,29099,0,0,0
1543,29101,0,0,0
1544,29103,0,0,0
1545,29105,0,0,0
1546,29107,0,0,0
1547,29109,0,0,0
1548,29111,0,0,0
1549,29113,0,0,0
1550,29115,0,0,0
1551,29117,0,0,0
1552,29119,0,0,0
1553,29121,0,0,0
1554,29123,0,0,0
1555,29125,0,0,0
1556,29127,0,0,0
1557,29129,0,0,0
1558,29131,0,0,0
1559,29133,0,0,0
1560,29135,0,0,0
1561,29137,0,0,0
1562,29139,0,0,0
1563,29141,0,0,0
1564,29143,0,0,0
1565,29145,0,0,0
1566,29147,0,0,0
1567,29149,0,0,0
1568,29151,0,0,0
1569,29153,0,0,0
1570,29155,0,0,0
1571,29157,0,0,0
1572,29159,0,0,0
1573,29161,0,0,0
1574,29163,0,0,0
1575,29165,0,1,0
1576,29167,0,0,0
1577,29169,0,0,0
1578,29171,0,0,0
1579,29173,0,0,0
1580,29175,0,0,0
1581,29177,0,0,0
1582,29179,0,0,0
1583,29181,0,0,0
1584,29183,0,1,1
1585,29185,0,0,0
1586,29186,0,0,0
1587,29187,0,0,0
1588,29189,1,1,1
1589,29195,0,0,0
1590,29197,0,0,0
1591,29199,0,0,0
1592,29201,0,0,0
1593,29203,0,0,0
1594,29205,0,0,0
1595,29207,0,0,0
1596,29209,0,0,0
1597,29211,0,0,0
1598,29213,0,0,1
1599,29215,0,0,0
1600,29217,0,0,0
1601,29219,0,0,0
1602,29221,0,0,0
1603,29223,0,0,0
1604,29225,0,0,0
1605,29227,0,0,0
1606,29229,0,0,0
1607,29510,1,0,0
1608,30001,0,0,0
1609,30003,0,0,0
1610,30005,0,0,0
1611,30007,0,0,0
1612,30009,0,0,0
1613,30011,0,0,0
1614,30013,0,0,0
1615,30015,0,0,0
1616,30017,0,0,0
1617,30019,0,0,0
1618,30021,0,0,0
1619,30023,0,0,0
1620,30025,0,0,0
1621,30027,0,0,0
1622,30029,0,1,1
1623,30031,0,1,0
1624,30033,0,0,0
1625,30035,0,0,0
1626,30037,0,0,0
1627,30039,0,0,0
1628,30041,0,0,0
1629,30043,0,0,0
1630,30045,0,0,0
1631,30047,0,0,0
1632,30049,0,1,0
1633,30051,0,0,0
1634,30053,0,0,0
1635,30055,0,0,0
1636,30057,0,0,0
1637,30059,0,0,0
1638,30061,0,0,0
1639,30063,0,1,1
1640,30065,0,0,0
1641,30067,0,0,0
1642,30069,0,0,0
1643,30071,0,0,0
1644,30073,0,0,0
1645,30075,0,0,0
1646,30077,0,0,0
1647,30079,0,0,0
1648,30081,0,0,0
1649,30083,0,0,0
1650,30085,0,0,0
1651,30087,0,0,0
1652,30089,0,0,0
1653,30091,0,0,0
1654,30093,0,0,0
1655,30095,0,0,0
1656,30097,0,0,0
1657,30099,0,0,0
1658,30101,0,0,0
1659,30103,0,0,0
1660,30105,0,0,0
1661,30107,0,0,0
1662,30109,0,0,0
1663,30111,0,1,1
1664,31001,0,0,0
1665,31003,0,0,0
1666,31005,0,0,0
1667,31007,0,0,0
1668,31009,0,0,0
1669,31011,0,0,0
1670,31013,0,0,0
1671,31015,0,0,0
1672,31017,0,0,0
1673,31019,0,0,0
1674,31021,0,0,0
1675,31023,0,0,0
1676,31025,0,0,0
1677,31027,0,0,0
1678,31029,0,0,0
1679,31031,0,0,0
1680,31033,0,0,1
1681,31035,0,0,0
1682,31037,0,0,0
1683,31039,0,0,0
1684,31041,0,0,0
1685,31043,0,0,0
1686,31045,0,0,0
1687,31047,0,0,0
1688,31049,0,0,0
1689,31051,0,0,0
1690,31053,0,0,0
1691,31055,1,1,0
1692,31057,0,0,0
1693,31059,0,0,0
1694,31061,0,0,0
1695,31063,0,0,0
1696,31065,0,0,0
1697,31067,0,0,0
1698,31069,0,0,0
1699,31071,0,0,0
1700,31073,0,0,0
1701,31075,0,0,0
1702,31077,0,0,0
1703,31079,0,0,0
1704,31081,0,0,0
1705,31083,0,0,0
1706,31085,0,0,0
1707,31087,0,0,0
1708,31089,0,0,0
1709,31091,0,0,0
1710,31093,0,0,0
1711,31095,0,0,0
1712,31097,0,0,0
1713,31099,0,0,1
1714,31101,0,0,0
1715,31103,0,0,0
1716,31105,0,0,0
1717,31107,0,0,0
1718,31109,1,1,0
1719,31111,0,0,0
1720,31113,0,0,0
1721,31115,0,0,0
1722,31117,0,0,0
1723,31119,0,0,0
1724,31121,0,0,0
1725,31123,0,0,0
1726,31125,0,0,0
1727,31127,0,0,0
1728,31129,0,0,0
1729,31131,0,0,0
1730,31133,0,0,0
1731,31135,0,0,0
1732,31137,0,0,0
1733,31139,0,0,0
1734,31141,0,0,0
1735,31143,0,0,0
1736,31145,0,0,0
1737,31147,0,0,0
1738,31149,0,0,0
1739,31151,0,0,0
1740,31153,0,1,1
1741,31155,0,0,0
1742,31157,0,0,0
1743,31159,0,0,0
1744,31161,0,0,0
1745,31163,0,0,0
1746,31165,0,0,0
1747,31167,0,0,0
1748,31169,0,0,0
1749,31171,0,0,0
1750,31173,0,0,0
1751,31175,0,0,0
1752,31177,0,0,0
1753,31179,0,0,0
1754,31181,0,0,0
1755,31183,0,0,0
1756,31185,0,0,0
1757,32001,0,0,0
1758,32003,1,1,1
1759,32005,0,0,0
1760,32007,0,0,0
1761,32009,0,0,0
1762,32011,0,0,0
1763,32013,0,0,0
1764,32015,0,0,0
1765,32017,0,0,0
1766,32019,0,0,0
1767,32021,0,0,0
1768,32023,0,0,0
1769,32027,0,0,0
1770,32029,0,0,0
1771,32031,1,1,1
1772,32033,0,0,0
1773,32510,0,1,0
1774,33001,0,0,0
1775,33003,0,0,0
1776,33005,0,0,0
1777,33007,0,0,0
1778,33009,0,0,0
1779,33011,1,1,0
1780,33013,0,0,1
1781,33015,0,0,0
1782,33017,0,0,0
1783,33019,0,0,0
1784,34001,0,0,1
1785,34003,1,1,0
1786,34005,1,1,0
1787,34007,1,1,0
1788,34009,0,0,0
1789,34011,0,0,0
1790,34013,1,0,0
1791,34015,0,0,0
1792,34017,0,1,0
1793,34019,0,1,0
1794,34021,0,1,0
1795,34023,0,1,0
1796,34025,1,1,0
1797,34027,1,1,0
1798,34029,0,1,0
1799,34031,0,1,0
1800,34033,0,0,0
1801,34035,1,1,0
1802,34037,0,0,0
1803,34039,1,1,0
1804,34041,0,0,0
1805,35001,1,1,1
1806,35003,0,0,0
1807,35005,0,0,0
1808,35006,0,0,0
1809,35007,0,0,0
1810,35009,0,0,0
1811,35011,0,0,0
1812,35013,0,0,0
1813,35015,0,0,0
1814,35017,0,0,0
1815,35019,0,0,0
1816,35021,0,0,0
1817,35023,0,0,0
1818,35025,0,0,0
1819,35027,0,0,0
1820,35028,0,0,0
1821,35029,0,0,0
1822,35031,0,0,0
1823,35033,0,0,0
1824,35035,0,0,0
1825,35037,0,0,0
1826,35039,0,0,0
1827,35041,0,0,0
1828,35043,0,0,0
1829,35045,0,0,0
1830,35047,0,0,0
1831,35049,1,0,0
1832,35051,0,0,0
1833,35053,0,0,0
1834,35055,0,0,0
1835,35057,0,0,0
1836,35059,0,0,0
1837,35061,0,0,0
1838,36001,1,0,0
1839,36003,0,0,0
1840,36005,0,0,0
1841,36007,0,0,0
1842,36009,0,0,0
1843,36011,0,0,0
1844,36013,0,0,0
1845,36015,0,0,0
1846,36017,0,0,0
1847,36019,0,0,0
1848,36021,0,0,0
1849,36023,0,0,0
1850,36025,0,0,0
1851,36027,0,0,0
1852,36029,0,0,1
1853,36031,0,0,0
1854,36033,0,0,0
1855,36035,0,0,0
1856,36037,0,0,0
1857,36039,0,0,0
1858,36041,0,0,0
1859,36043,0,0,0
1860,36045,0,0,0
1861,36047,1,1,0
1862,36049,0,0,0
1863,36051,0,0,0
1864,36053,0,0,0
1865,36055,0,1,0
1866,36057,0,0,0
1867,36059,1,1,0
1868,36061,1,1,0
1869,36063,0,0,0
1870,36065,0,0,1
1871,36067,0,1,1
1872,36069,0,0,0
1873,36071,0,0,0
1874,36073,0,0,0
1875,36075,0,0,0
1876,36077,0,0,0
1877,36079,0,0,0
1878,36081,0,1,0
1879,36083,0,0,0
1880,36085,0,1,0
1881,36087,0,1,0
1882,36089,0,0,0
1883,36091,0,0,0
1884,36093,0,0,0
1885,36095,0,0,0
1886,36097,0,0,0
1887,36099,0,0,0
1888,36101,0,0,0
1889,36103,1,1,0
1890,36105,0,0,0
1891,36107,0,0,0
1892,36109,0,0,0
1893,36111,0,0,0
1894,36113,0,0,0
1895,36115,0,0,0
1896,36117,0,0,0
1897,36119,1,1,0
1898,36121,0,0,0
1899,36123,0,0,0
1900,37001,0,0,0
1901,37003,0,0,0
1902,37005,0,0,0
1903,37007,0,0,0
1904,37009,0,0,0
1905,37011,0,0,0
1906,37013,0,0,0
1907,37015,0,0,0
1908,37017,0,0,0
1909,37019,0,0,0
1910,37021,1,0,0
1911,37023,0,0,0
1912,37025,0,0,1
1913,37027,0,0,0
1914,37029,0,0,0
1915,37031,0,0,0
1916,37033,0,0,0
1917,37035,0,0,0
1918,37037,0,0,0
1919,37039,0,0,0
1920,37041,0,0,0
1921,37043,0,0,0
1922,37045,0,0,0
1923,37047,0,0,0
1924,37049,0,0,0
1925,37051,0,0,0
1926,37053,0,0,0
1927,37055,0,0,0
1928,37057,0,0,0
1929,37059,0,0,0
1930,37061,0,0,0
1931,37063,0,0,0
1932,37065,0,0,0
1933,37067,1,1,0
1934,37069,0,0,0
1935,37071,0,0,0
1936,37073,0,0,0
1937,37075,0,0,0
1938,37077,0,0,0
1939,37079,0,0,0
1940,37081,1,1,0
1941,37083,0,0,0
1942,37085,0,0,0
1943,37087,0,0,0
1944,37089,0,0,0
1945,37091,0,0,0
1946,37093,0,0,0
1947,37095,0,0,0
1948,37097,0,1,0
1949,37099,0,0,0
1950,37101,0,0,0
1951,37103,0,0,0
1952,37105,0,0,0
1953,37107,0,0,0
1954,37109,0,0,0
1955,37111,0,0,0
1956,37113,0,0,0
1957,37115,0,0,0
1958,37117,0,0,0
1959,37119,1,1,0
1960,37121,0,0,0
1961,37123,0,0,0
1962,37125,0,0,0
1963,37127,0,0,0
1964,37129,1,1,0
1965,37131,0,0,0
1966,37133,0,0,0
1967,37135,1,1,0
1968,37137,0,0,0
1969,37139,0,0,0
1970,37141,0,0,0
1971,37143,0,0,0
1972,37145,0,0,0
1973,37147,0,0,0
1974,37149,0,0,0
1975,37151,0,0,0
1976,37153,0,0,0
1977,37155,0,0,0
1978,37157,0,0,0
1979,37159,0,0,0
1980,37161,0,0,0
1981,37163,0,0,0
1982,37165,0,0,0
1983,37167,0,0,0
1984,37169,0,0,0
1985,37171,0,0,0
1986,37173,0,0,0
1987,37175,0,0,0
1988,37177,0,0,0
1989,37179,0,1,0
1990,37181,0,0,0
1991,37183,1,1,1
1992,37185,0,0,0
1993,37187,0,0,0
1994,37189,0,0,0
1995,37191,0,0,0
1996,37193,0,0,0
1997,37195,0,0,0
1998,37197,0,0,0
1999,37199,0,0,0
2000,38001,0,0,0
2001,38003,0,0,0
2002,38005,0,0,0
2003,38007,0,0,0
2004,38009,0,0,0
2005,38011,0,0,0
2006,38013,0,0,0
2007,38015,0,1,0
2008,38017,0,1,0
2009,38019,0,0,0
2010,38021,0,0,0
2011,38023,0,0,0
2012,38025,0,0,0
2013,38027,0,0,0
2014,38029,0,0,0
2015,38031,0,0,0
2016,38033,0,0,0
2017,38035,0,0,0
2018,38037,0,0,0
2019,38039,0,0,0
2020,38041,0,0,0
2021,38043,0,0,0
2022,38045,0,0,0
2023,38047,0,0,0
2024,38049,0,0,0
2025,38051,0,0,0
2026,38053,0,0,0
2027,38055,0,0,0
2028,38057,0,0,0
2029,38059,0,0,0
2030,38061,0,0,0
2031,38063,0,0,0
2032,38065,0,0,0
2033,38067,0,0,0
2034,38069,0,0,0
2035,38071,0,0,0
2036,38073,0,0,0
2037,38075,0,0,0
2038,38077,0,0,0
2039,38079,0,0,0
2040,38081,0,0,0
2041,38083,0,0,0
2042,38085,0,0,0
2043,38087,0,0,0
2044,38089,0,0,0
2045,38091,0,0,0
2046,38093,0,0,0
2047,38095,0,0,0
2048,38097,0,0,0
2049,38099,0,0,0
2050,38101,0,0,0
2051,38103,0,0,0
2052,38105,0,0,0
2053,39001,0,0,0
2054,39003,0,0,0
2055,39005,0,0,0
2056,39007,0,0,0
2057,39009,0,0,0
2058,39011,0,0,0
2059,39013,0,0,0
2060,39015,0,0,0
2061,39017,0,0,0
2062,39019,0,0,0
2063,39021,0,0,0
2064,39023,0,0,0
2065,39025,0,0,0
2066,39027,0,0,0
2067,39029,0,0,0
2068,39031,0,0,0
2069,39033,0,0,0
2070,39035,1,1,0
2071,39037,0,0,0
2072,39039,0,0,0
2073,39041,0,1,1
2074,39043,0,0,0
2075,39045,0,0,0
2076,39047,0,0,0
2077,39049,1,1,0
2078,39051,0,0,0
2079,39053,0,0,0
2080,39055,0,0,0
2081,39057,0,0,0
2082,39059,0,0,0
2083,39061,1,1,1
2084,39063,0,0,0
2085,39065,0,0,0
2086,39067,0,0,0
2087,39069,0,0,0
2088,39071,0,0,0
2089,39073,0,0,0
2090,39075,0,0,0
2091,39077,0,0,0
2092,39079,0,0,0
2093,39081,0,0,0
2094,39083,0,0,0
2095,39085,0,0,0
2096,39087,0,0,0
2097,39089,0,0,0
2098,39091,0,0,0
2099,39093,0,1,1
2100,39095,0,1,0
2101,39097,0,0,0
2102,39099,0,0,0
2103,39101,0,0,0
2104,39103,0,0,0
2105,39105,0,0,0
2106,39107,0,0,0
2107,39109,0,0,0
2108,39111,0,0,0
2109,39113,0,1,1
2110,39115,0,0,0
2111,39117,0,0,0
2112,39119,0,0,0
2113,39121,0,0,0
2114,39123,0,0,0
2115,39125,0,0,0
2116,39127,0,0,0
2117,39129,0,0,0
2118,39131,0,0,0
2119,39133,0,0,0
2120,39135,0,0,0
