,sFIPS,wf,cost,bass
2121,39137,0,0,0
2122,39139,0,0,0
2123,39141,0,0,0
2124,39143,0,0,0
2125,39145,0,0,0
2126,39147,0,0,0
2127,39149,0,0,0
2128,39151,0,0,0
2129,39153,0,1,0
2130,39155,0,0,0
2131,39157,0,0,0
2132,39159,0,1,0
2133,39161,0,0,0
2134,39163,0,0,0
2135,39165,1,1,0
2136,39167,0,0,0
2137,39169,0,0,0
2138,39171,0,0,0
2139,39173,0,1,1
2140,39175,0,0,0
2141,40001,0,0,0
2142,40003,0,0,0
2143,40005,0,0,0
2144,40007,0,0,0
2145,40009,0,0,0
2146,40011,0,0,0
2147,40013,0,0,0
2148,40015,0,0,0
2149,40017,0,0,0
2150,40019,0,0,0
2151,40021,0,0,0
2152,40023,0,0,0
2153,40025,0,0,0
2154,40027,0,0,0
2155,40029,0,0,0
2156,40031,0,0,0
2157,40033,0,0,0
2158,40035,0,0,0
2159,40037,0,0,0
2160,40039,0,0,0
2161,40041,0,0,0
2162,40043,0,0,0
2163,40045,0,0,0
2164,40047,0,0,0
2165,40049,0,0,0
2166,40051,0,0,0
2167,40053,0,0,0
2168,40055,0,0,0
2169,40057,0,0,0
2170,40059,0,0,0
2171,40061,0,0,0
2172,40063,0,0,0
2173,40065,0,0,0
2174,40067,0,0,0
2175,40069,0,0,0
2176,40071,0,0,0
2177,40073,0,0,0
2178,40075,0,0,0
2179,40077,0,0,0
2180,40079,0,0,0
2181,40081,0,0,0
2182,40083,0,0,0
2183,40085,0,0,0
2184,40087,0,0,0
2185,40089,0,0,0
2186,40091,0,0,0
2187,40093,0,0,0
2188,40095,0,0,0
2189,40097,0,0,0
2190,40099,0,0,0
2191,40101,0,0,0
2192,40103,0,0,0
2193,40105,0,0,0
2194,40107,0,0,0
2195,40109,1,1,1
2196,40111,0,0,0
2197,40113,0,0,0
2198,40115,0,0,0
2199,40117,0,0,0
2200,40119,0,0,0
2201,40121,0,0,0
2202,40123,0,0,0
2203,40125,0,0,0
2204,40127,0,0,0
2205,40129,0,0,0
2206,40131,0,0,0
2207,40133,0,0,0
2208,40135,0,0,0
2209,40137,0,0,0
2210,40139,0,0,0
2211,40141,0,0,0
2212,40143,1,1,1
2213,40145,0,0,0
2214,40147,0,0,0
2215,40149,0,0,0
2216,40151,0,0,0
2217,40153,0,0,0
2218,41001,0,0,0
2219,41003,0,0,0
2220,41005,0,1,0
2221,41007,0,1,0
2222,41009,0,0,0
2223,41011,0,0,0
2224,41013,0,0,0
2225,41015,0,0,0
2226,41017,1,1,0
2227,41019,0,1,0
2228,41021,0,0,0
2229,41023,0,0,0
2230,41025,0,0,0
2231,41027,0,0,0
2232,41029,0,1,0
2233,41031,0,0,0
2234,41033,0,0,0
2235,41035,0,0,0
2236,41037,0,0,0
2237,41039,1,1,1
2238,41041,0,0,0
2239,41043,0,1,0
2240,41045,0,0,0
2241,41047,0,1,0
2242,41049,0,0,0
2243,41051,1,1,0
2244,41053,0,0,0
2245,41055,0,0,0
2246,41057,0,0,0
2247,41059,0,0,0
2248,41061,0,0,0
2249,41063,0,0,0
2250,41065,0,0,0
2251,41067,1,1,1
2252,41069,0,0,0
2253,41071,0,0,0
2254,42001,0,0,0
2255,42003,1,1,0
2256,42005,0,0,0
2257,42007,0,0,0
2258,42009,0,0,0
2259,42011,0,0,1
2260,42013,0,0,0
2261,42015,0,0,0
2262,42017,0,1,0
2263,42019,0,1,0
2264,42021,0,0,0
2265,42023,0,0,0
2266,42025,0,0,0
2267,42027,0,0,0
2268,42029,0,0,0
2269,42031,0,0,0
2270,42033,0,0,0
2271,42035,0,0,0
2272,42037,0,0,0
2273,42039,0,0,0
2274,42041,0,0,0
2275,42043,0,1,1
2276,42045,1,1,0
2277,42047,0,0,0
2278,42049,0,0,0
2279,42051,0,0,0
2280,42053,0,0,0
2281,42055,0,0,0
2282,42057,0,0,0
2283,42059,0,0,0
2284,42061,0,0,0
2285,42063,0,0,0
2286,42065,0,0,0
2287,42067,0,0,0
2288,42069,0,0,0
2289,42071,0,1,0
2290,42073,0,0,0
2291,42075,0,0,0
2292,42077,1,1,0
2293,42079,0,0,0
2294,42081,0,0,0
2295,42083,0,0,0
2296,42085,0,0,0
2297,42087,0,0,0
2298,42089,0,0,0
2299,42091,1,1,0
2300,42093,0,0,0
2301,42095,0,0,0
2302,42097,0,0,0
2303,42099,0,0,0
2304,42101,1,0,0
2305,42103,0,0,0
2306,42105,0,0,0
2307,42107,0,0,0
2308,42109,0,0,0
2309,42111,0,0,0
2310,42113,0,0,0
2311,42115,0,0,0
2312,42117,0,0,0
2313,42119,0,0,0
2314,42121,0,0,0
2315,42123,0,0,0
2316,42125,1,0,0
2317,42127,0,0,0
2318,42129,0,0,0
2319,42131,0,0,0
2320,42133,0,0,0
2321,44001,0,0,0
2322,44003,0,0,0
2323,44005,0,0,0
2324,44007,1,0,0
2325,44009,0,0,0
2326,45001,0,0,0
2327,45003,0,0,0
2328,45005,0,0,0
2329,45007,0,0,0
2330,45009,0,0,0
2331,45011,0,0,0
2332,45013,1,0,0
2333,45015,0,0,0
2334,45017,0,0,0
2335,45019,1,1,0
2336,45021,0,0,0
2337,45023,0,0,0
2338,45025,0,0,0
2339,45027,0,0,0
2340,45029,0,0,0
2341,45031,0,0,0
2342,45033,0,0,0
2343,45035,0,1,0
2344,45037,0,0,0
2345,45039,0,0,0
2346,45041,0,0,0
2347,45043,0,0,0
2348,45045,1,1,1
2349,45047,0,0,0
2350,45049,0,0,0
2351,45051,0,1,1
2352,45053,0,0,0
2353,45055,0,0,0
2354,45057,0,0,0
2355,45059,0,0,0
2356,45061,0,0,0
2357,45063,0,0,0
2358,45065,0,0,0
2359,45067,0,0,0
2360,45069,0,0,0
2361,45071,0,0,0
2362,45073,0,0,0
2363,45075,0,0,0
2364,45077,0,0,0
2365,45079,1,1,0
2366,45081,0,0,0
2367,45083,0,1,0
2368,45085,0,0,0
2369,45087,0,0,0
2370,45089,0,0,0
2371,45091,0,0,1
2372,46003,0,0,0
2373,46005,0,0,0
2374,46007,0,0,0
2375,46009,0,0,0
2376,46011,0,0,0
2377,46013,0,0,0
2378,46015,0,0,0
2379,46017,0,0,0
2380,46019,0,0,0
2381,46021,0,0,0
2382,46023,0,0,0
2383,46025,0,0,0
2384,46027,0,0,0
2385,46029,0,0,0
2386,46031,0,0,0
2387,46033,0,0,0
2388,46035,0,0,0
2389,46037,0,0,0
2390,46039,0,0,0
2391,46041,0,0,0
2392,46043,0,0,0
2393,46045,0,0,0
2394,46047,0,0,0
2395,46049,0,0,0
2396,46051,0,0,0
2397,46053,0,0,0
2398,46055,0,0,0
2399,46057,0,0,0
2400,46059,0,0,0
2401,46061,0,0,1
2402,46063,0,0,0
2403,46065,0,0,0
2404,46067,0,0,0
2405,46069,0,0,0
2406,46071,0,0,0
2407,46073,0,0,0
2408,46075,0,0,0
2409,46077,0,0,0
2410,46079,0,0,0
2411,46081,0,0,0
2412,46083,0,0,0
2413,46085,0,0,0
2414,46087,0,0,0
2415,46089,0,0,0
2416,46091,0,0,0
2417,46093,0,0,0
2418,46095,0,0,0
2419,46097,0,0,0
2420,46099,0,1,0
2421,46101,0,0,0
2422,46103,0,0,1
2423,46105,0,0,0
2424,46107,0,0,0
2425,46109,0,0,0
2426,46111,0,0,0
2427,46115,0,0,0
2428,46117,0,0,0
2429,46119,0,0,0
2430,46121,0,0,0
2431,46123,0,0,0
2432,46125,0,0,0
2433,46127,0,0,0
2434,46129,0,0,0
2435,46135,0,0,0
2436,46137,0,0,0
2437,47001,0,0,0
2438,47003,0,0,0
2439,47005,0,0,0
2440,47007,0,0,0
2441,47009,0,0,0
2442,47011,0,0,0
2443,47013,0,0,0
2444,47015,0,0,0
2445,47017,0,0,0
2446,47019,0,0,0
2447,47021,0,0,0
2448,47023,0,0,0
2449,47025,0,0,0
2450,47027,0,0,0
2451,47029,0,0,0
2452,47031,0,0,0
2453,47033,0,0,0
2454,47035,0,0,0
2455,47037,0,1,1
2456,47039,0,0,0
2457,47041,0,0,0
2458,47043,0,0,0
2459,47045,0,0,0
2460,47047,0,0,0
2461,47049,0,0,0
2462,47051,0,0,0
2463,47053,0,0,0
2464,47055,0,0,0
2465,47057,0,0,0
2466,47059,0,0,0
2467,47061,0,0,0
2468,47063,0,0,0
2469,47065,0,0,1
2470,47067,0,0,0
2471,47069,0,0,0
2472,47071,0,0,0
2473,47073,0,0,0
2474,47075,0,0,0
2475,47077,0,0,0
2476,47079,0,0,0
2477,47081,0,0,0
2478,47083,0,0,0
2479,47085,0,0,0
2480,47087,0,0,0
2481,47089,0,0,0
2482,47091,0,0,0
2483,47093,1,0,0
2484,47095,0,0,0
2485,47097,0,0,0
2486,47099,0,0,0
2487,47101,0,0,0
2488,47103,0,0,0
2489,47105,0,1,0
2490,47107,0,0,0
2491,47109,0,0,0
2492,47111,0,0,0
2493,47113,0,0,0
2494,47115,1,0,0
2495,47117,0,0,0
2496,47119,0,0,0
2497,47121,0,0,0
2498,47123,0,0,0
2499,47125,0,0,0
2500,47127,0,0,0
2501,47129,0,0,0
2502,47131,0,0,0
2503,47133,0,0,0
2504,47135,0,0,0
2505,47137,0,0,0
2506,47139,0,0,0
2507,47141,0,0,0
2508,47143,0,0,0
2509,47145,0,0,0
2510,47147,0,0,0
2511,47149,0,0,0
2512,47151,0,0,0
2513,47153,0,0,0
2514,47155,0,0,1
2515,47157,1,1,1
2516,47159,0,0,0
2517,47161,0,0,0
2518,47163,0,0,1
2519,47165,0,0,0
2520,47167,0,0,0
2521,47169,0,0,0
2522,47171,0,0,0
2523,47173,0,0,0
2524,47175,0,0,0
2525,47177,0,0,0
2526,47179,0,0,0
2527,47181,0,0,0
2528,47183,0,0,0
2529,47185,0,0,0
2530,47187,1,1,0
2531,47189,0,0,0
2532,48001,0,0,0
2533,48003,0,0,0
2534,48005,0,0,0
2535,48007,0,0,0
2536,48009,0,0,0
2537,48011,0,0,0
2538,48013,0,0,0
2539,48015,0,0,0
2540,48017,0,0,0
2541,48019,0,0,0
2542,48021,0,0,0
2543,48023,0,0,0
2544,48025,0,0,0
2545,48027,0,0,0
2546,48029,1,1,1
2547,48031,0,0,0
2548,48033,0,0,0
2549,48035,0,0,0
2550,48037,0,0,0
2551,48039,0,0,0
2552,48041,0,0,0
2553,48043,0,0,0
2554,48045,0,0,0
2555,48047,0,0,0
2556,48049,0,0,0
2557,48051,0,0,0
2558,48053,0,0,0
2559,48055,0,0,0
2560,48057,0,0,0
2561,48059,0,0,0
2562,48061,0,0,1
2563,48063,0,0,0
2564,48065,0,0,0
2565,48067,0,0,0
2566,48069,0,0,0
2567,48071,0,0,0
2568,48073,0,0,0
2569,48075,0,0,0
2570,48077,0,0,0
2571,48079,0,0,0
2572,48081,0,0,0
2573,48083,0,0,0
2574,48085,1,1,1
2575,48087,0,0,0
2576,48089,0,0,0
2577,48091,0,0,0
2578,48093,0,0,0
2579,48095,0,0,0
2580,48097,0,0,0
2581,48099,0,0,0
2582,48101,0,0,0
2583,48103,0,0,0
2584,48105,0,0,0
2585,48107,0,0,0
2586,48109,0,0,0
2587,48111,0,0,0
2588,48113,1,1,1
2589,48115,0,0,0
2590,48117,0,0,0
2591,48119,0,0,0
2592,48121,1,1,0
2593,48123,0,0,0
2594,48125,0,0,0
2595,48127,0,0,0
2596,48129,0,0,0
2597,48131,0,0,0
2598,48133,0,0,0
2599,48135,0,0,0
2600,48137,0,0,0
2601,48139,0,0,0
2602,48141,1,1,1
2603,48143,0,0,0
2604,48145,0,0,0
2605,48147,0,0,0
2606,48149,0,0,0
2607,48151,0,0,0
2608,48153,0,0,0
2609,48155,0,0,0
2610,48157,1,1,0
2611,48159,0,0,0
2612,48161,0,0,0
2613,48163,0,0,0
2614,48165,0,0,0
2615,48167,0,0,1
2616,48169,0,0,0
2617,48171,0,0,0
2618,48173,0,0,0
2619,48175,0,0,0
2620,48177,0,0,0
2621,48179,0,0,0
2622,48181,0,0,0
2623,48183,0,0,0
2624,48185,0,0,0
2625,48187,0,1,0
2626,48189,0,0,0
2627,48191,0,0,0
2628,48193,0,0,0
2629,48195,0,0,0
2630,48197,0,0,0
2631,48199,0,0,0
2632,48201,1,1,1
2633,48203,0,0,0
2634,48205,0,0,0
2635,48207,0,0,0
2636,48209,0,0,0
2637,48211,0,0,0
2638,48213,0,0,0
2639,48215,0,1,0
2640,48217,0,0,0
2641,48219,0,0,0
2642,48221,0,0,0
2643,48223,0,0,0
2644,48225,0,0,0
2645,48227,0,0,0
2646,48229,0,0,0
2647,48231,0,0,0
2648,48233,0,0,0
2649,48235,0,0,0
2650,48237,0,0,0
2651,48239,0,0,0
2652,48241,0,0,0
2653,48243,0,0,0
2654,48245,0,0,0
2655,48247,0,0,0
2656,48249,0,0,0
2657,48251,0,0,0
2658,48253,0,0,0
2659,48255,0,0,0
2660,48257,0,0,0
2661,48259,0,0,0
2662,48261,0,0,0
2663,48263,0,0,0
2664,48265,0,0,0
2665,48267,0,0,0
2666,48269,0,0,0
2667,48271,0,0,0
2668,48273,0,0,0
2669,48275,0,0,0
2670,48277,0,0,0
2671,48279,0,0,0
2672,48281,0,0,0
2673,48283,0,0,0
2674,48285,0,0,0
2675,48287,0,0,0
2676,48289,0,0,0
2677,48291,0,0,0
2678,48293,0,0,0
2679,48295,0,0,0
2680,48297,0,0,0
2681,48299,0,0,0
2682,48301,0,0,0
2683,48303,0,1,1
2684,48305,0,0,0
2685,48307,0,0,0
2686,48309,0,0,1
2687,48311,0,0,0
2688,48313,0,0,0
2689,48315,0,0,0
2690,48317,0,0,0
2691,48319,0,0,0
2692,48321,0,0,0
2693,48323,0,0,0
2694,48325,0,0,0
2695,48327,0,0,0
2696,48329,0,0,0
2697,48331,0,0,0
2698,48333,0,0,0
2699,48335,0,0,0
2700,48337,0,0,0
2701,48339,1,1,0
2702,48341,0,0,0
2703,48343,0,0,0
2704,48345,0,0,0
2705,48347,0,0,0
2706,48349,0,0,0
2707,48351,0,0,0
2708,48353,0,0,0
2709,48355,0,0,0
2710,48357,0,0,0
2711,48359,0,0,0
2712,48361,0,0,0
2713,48363,0,0,0
2714,48365,0,0,0
2715,48367,0,0,0
2716,48369,0,0,0
2717,48371,0,0,0
2718,48373,0,0,0
2719,48375,0,0,0
2720,48377,0,0,0
2721,48379,0,0,0
2722,48381,0,0,0
2723,48383,0,0,0
2724,48385,0,0,0
2725,48387,0,0,0
2726,48389,0,0,0
2727,48391,0,0,0
2728,48393,0,0,0
2729,48395,0,0,0
2730,48397,0,1,0
2731,48399,0,0,0
2732,48401,0,0,0
2733,48403,0,0,0
2734,48405,0,0,0
2735,48407,0,0,0
2736,48409,0,0,0
2737,48411,0,0,0
2738,48413,0,0,0
2739,48415,0,0,0
2740,48417,0,0,0
2741,48419,0,0,0
2742,48421,0,0,0
2743,48423,0,0,0
2744,48425,0,0,0
2745,48427,0,0,0
2746,48429,0,0,0
2747,48431,0,0,0
2748,48433,0,0,0
2749,48435,0,0,0
2750,48437,0,0,0
2751,48439,1,1,1
2752,48441,0,0,0
2753,48443,0,0,0
2754,48445,0,0,0
2755,48447,0,0,0
2756,48449,0,0,0
2757,48451,0,0,0
2758,48453,1,1,1
2759,48455,0,0,0
2760,48457,0,0,0
2761,48459,0,0,0
2762,48461,0,0,0
2763,48463,0,0,0
2764,48465,0,0,0
2765,48467,0,0,0
2766,48469,0,0,0
2767,48471,0,0,0
2768,48473,1,1,1
2769,48475,0,0,0
2770,48477,0,0,0
2771,48479,0,0,0
2772,48481,0,0,0
2773,48483,0,0,0
2774,48485,0,0,0
2775,48487,0,0,0
2776,48489,0,0,0
2777,48491,1,1,1
2778,48493,0,0,0
2779,48495,0,0,0
2780,48497,0,0,0
2781,48499,0,0,0
2782,48501,0,0,0
2783,48503,0,0,0
2784,48505,0,0,0
2785,48507,0,0,0
2786,49001,0,0,0
2787,49003,0,0,0
2788,49005,0,0,0
2789,49007,0,0,0
2790,49009,0,0,0
2791,49011,0,1,1
2792,49013,0,0,0
2793,49015,0,0,0
2794,49017,0,0,0
2795,49019,0,0,0
2796,49021,0,0,0
2797,49023,0,0,0
2798,49025,0,0,0
2799,49027,0,0,0
2800,49029,0,0,0
2801,49031,0,0,0
2802,49033,0,0,0
2803,49035,1,1,0
2804,49037,0,0,0
2805,49039,0,0,0
2806,49041,0,0,0
2807,49043,1,0,0
2808,49045,0,0,0
2809,49047,0,0,0
2810,49049,1,1,1
2811,49051,0,0,0
2812,49053,0,1,0
2813,49055,0,0,0
2814,49057,0,1,0
2815,50001,0,0,0
2816,50003,0,0,0
2817,50005,0,0,0
2818,50007,0,1,0
2819,50009,0,0,0
2820,50011,0,0,0
2821,50013,0,0,0
2822,50015,0,0,0
2823,50017,0,0,0
2824,50019,0,0,0
2825,50021,0,0,0
2826,50023,0,0,0
2827,50025,0,0,0
2828,50027,0,0,0
2829,51001,0,0,0
2830,51003,0,0,0
2831,51005,0,0,0
2832,51007,0,0,0
2833,51009,0,0,0
2834,51011,0,0,0
2835,51013,1,1,0
2836,51015,0,0,0
2837,51017,0,0,0
2838,51019,0,0,0
2839,51021,0,0,0
2840,51023,0,0,0
2841,51025,0,0,0
2842,51027,0,0,0
2843,51029,0,0,0
2844,51031,0,0,0
2845,51033,0,0,0
2846,51035,0,0,0
2847,51036,0,0,0
2848,51037,0,0,0
2849,51041,0,0,0
2850,51043,0,0,0
2851,51045,0,0,0
2852,51047,0,0,0
2853,51049,0,0,0
2854,51051,0,0,0
2855,51053,0,0,0
2856,51057,0,0,0
2857,51059,1,1,0
2858,51061,0,0,0
2859,51063,0,0,0
2860,51065,0,0,0
2861,51067,0,0,0
2862,51069,0,0,0
2863,51071,0,0,0
2864,51073,0,0,0
2865,51075,0,0,0
2866,51077,0,0,0
2867,51079,0,0,0
2868,51081,0,0,0
2869,51083,0,0,0
2870,51085,0,0,1
2871,51087,1,1,1
2872,51089,0,0,0
2873,51091,0,0,0
2874,51093,0,0,0
2875,51095,0,0,0
2876,51097,0,0,0
2877,51099,0,0,0
2878,51101,0,0,0
2879,51103,0,0,0
2880,51105,0,0,0
2881,51107,1,1,0
2882,51109,0,0,0
2883,51111,0,0,0
2884,51113,0,0,0
2885,51115,0,0,0
2886,51117,0,0,0
2887,51119,0,0,0
2888,51121,0,0,0
2889,51125,0,0,0
2890,51127,0,0,0
2891,51131,0,0,0
2892,51133,0,0,0
2893,51135,0,0,0
2894,51137,0,0,0
2895,51139,0,0,0
2896,51141,0,0,0
2897,51143,0,0,0
2898,51145,0,0,0
2899,51147,0,0,0
2900,51149,0,0,0
2901,51153,0,1,1
2902,51155,0,0,0
2903,51157,0,0,0
2904,51159,0,0,0
2905,51161,0,0,0
2906,51163,0,0,0
2907,51165,0,0,0
2908,51167,0,0,0
2909,51169,0,0,0
2910,51171,0,0,0
2911,51173,0,0,0
2912,51175,0,0,0
2913,51177,0,0,0
2914,51179,0,0,0
2915,51181,0,0,0
2916,51183,0,0,0
2917,51185,0,0,0
2918,51187,0,0,0
2919,51191,0,0,0
2920,51193,0,0,0
2921,51195,0,0,0
2922,51197,0,0,0
2923,51199,0,0,0
2924,51510,1,0,0
2925,51520,0,0,0
2926,51530,0,0,0
2927,51540,1,1,0
2928,51550,0,0,0
2929,51570,0,0,0
2930,51580,0,0,0
2931,51590,0,0,0
2932,51595,0,0,0
2933,51600,0,1,0
2934,51610,0,0,0
2935,51620,0,0,0
2936,51630,0,1,0
2937,51640,0,0,0
2938,51650,0,0,0
2939,51660,0,1,0
2940,51670,0,0,0
2941,51678,0,0,0
2942,51680,0,0,0
2943,51683,0,0,0
2944,51685,0,0,0
2945,51690,0,0,0
2946,51700,1,1,1
2947,51710,0,1,0
2948,51720,0,0,0
2949,51730,0,0,0
2950,51735,0,0,0
2951,51740,0,0,0
2952,51750,0,0,0
2953,51760,0,1,0
2954,51770,0,0,0
2955,51775,0,0,0
2956,51790,0,0,0
2957,51800,0,0,0
2958,51810,1,0,0
2959,51820,0,0,0
2960,51830,0,0,0
2961,51840,0,1,0
2962,53001,0,0,0
2963,53003,0,0,0
2964,53005,0,1,0
2965,53007,0,0,0
2966,53009,0,0,0
2967,53011,1,1,0
2968,53013,0,0,0
2969,53015,0,0,0
2970,53017,0,1,0
2971,53019,0,0,0
2972,53021,0,0,0
2973,53023,0,0,0
2974,53025,0,0,0
2975,53027,0,0,0
2976,53029,0,0,0
2977,53031,0,1,0
2978,53033,1,1,0
2979,53035,0,1,0
2980,53037,0,0,0
2981,53039,0,0,0
2982,53041,0,0,0
2983,53043,0,0,0
2984,53045,0,0,0
2985,53047,0,0,0
2986,53049,0,0,0
2987,53051,0,0,0
2988,53053,1,1,1
2989,53055,0,0,0
2990,53057,0,1,0
2991,53059,0,0,0
2992,53061,1,1,1
2993,53063,0,1,0
2994,53065,0,0,0
2995,53067,0,1,1
2996,53069,0,0,0
2997,53071,0,0,0
2998,53073,1,1,0
2999,53075,0,1,0
3000,53077,0,1,1
3001,54001,0,0,0
3002,54003,0,0,0
3003,54005,0,0,0
3004,54007,0,0,0
3005,54009,0,0,0
3006,54011,0,0,0
3007,54013,0,0,0
3008,54015,0,0,0
3009,54017,0,0,0
3010,54019,0,0,0
3011,54021,0,0,0
3012,54023,0,0,0
3013,54025,0,0,0
3014,54027,0,0,0
3015,54029,0,0,0
3016,54031,0,0,0
3017,54033,0,0,0
3018,54035,0,0,0
3019,54037,0,0,0
3020,54039,0,0,1
3021,54041,0,0,0
3022,54043,0,0,0
3023,54045,0,0,0
3024,54047,0,0,0
3025,54049,0,0,0
3026,54051,0,0,0
3027,54053,0,0,0
3028,54055,0,0,0
3029,54057,0,0,0
3030,54059,0,0,0
3031,54061,0,0,0
3032,54063,0,0,0
3033,54065,0,0,0
3034,54067,0,0,0
3035,54069,0,0,1
3036,54071,0,0,0
3037,54073,0,0,0
3038,54075,0,0,0
3039,54077,0,0,0
3040,54079,0,0,0
3041,54081,0,0,0
3042,54083,0,0,0
3043,54085,0,0,0
3044,54087,0,0,0
3045,54089,0,0,0
3046,54091,0,0,0
3047,54093,0,0,0
3048,54095,0,0,0
3049,54097,0,0,0
3050,54099,0,0,0
3051,54101,0,0,0
3052,54103,0,0,0
3053,54105,0,0,0
3054,54107,0,0,0
3055,54109,0,0,0
3056,55001,0,0,0
3057,55003,0,0,0
3058,55005,0,0,0
3059,55007,0,0,0
3060,55009,0,1,1
3061,55011,0,0,0
3062,55013,0,0,0
3063,55015,0,0,0
3064,55017,0,0,0
3065,55019,0,0,0
3066,55021,0,0,0
3067,55023,0,0,0
3068,55025,1,1,1
3069,55027,0,0,0
3070,55029,0,0,0
3071,55031,0,0,0
3072,55033,0,0,0
3073,55035,0,0,0
3074,55037,0,0,0
3075,55039,0,0,0
3076,55041,0,0,0
3077,55043,0,0,1
3078,55045,0,0,0
3079,55047,0,0,0
3080,55049,0,0,0
3081,55051,0,0,0
3082,55053,0,0,0
3083,55055,0,0,0
3084,55057,0,0,0
3085,55059,0,1,0
3086,55061,0,0,0
3087,55063,0,0,0
3088,55065,0,0,0
3089,55067,0,0,0
3090,55069,0,0,0
3091,55071,0,0,0
3092,55073,0,0,0
3093,55075,0,0,0
3094,55077,0,0,0
3095,55078,0,0,0
3096,55079,1,0,0
3097,55081,0,0,0
3098,55083,0,0,0
3099,55085,0,0,0
3100,55087,0,1,0
3101,55089,0,1,0
3102,55091,0,0,0
3103,55093,0,0,0
3104,55095,0,0,0
3105,55097,0,0,0
3106,55099,0,0,0
3107,55101,0,0,0
3108,55103,0,0,0
3109,55105,0,0,0
3110,55107,0,0,0
3111,55109,0,0,0
3112,55111,0,0,0
3113,55113,0,0,0
3114,55115,0,0,0
3115,55117,0,0,0
3116,55119,0,0,0
3117,55121,0,0,0
3118,55123,0,0,0
3119,55125,0,0,0
3120,55127,0,0,0
3121,55129,0,0,0
3122,55131,0,0,1
3123,55133,0,1,0
3124,55135,0,0,0
3125,55137,0,0,0
3126,55139,0,0,0
3127,55141,0,0,0
3128,56001,0,0,0
3129,56003,0,0,0
3130,56005,0,0,0
3131,56007,0,0,0
3132,56009,0,0,0
3133,56011,0,0,0
3134,56013,0,0,0
3135,56015,0,0,0
3136,56017,0,0,0
3137,56019,0,0,0
3138,56021,0,0,0
3139,56023,0,0,0
3140,56025,0,0,0
3141,56027,0,0,0
3142,56029,0,0,0
3143,56031,0,0,0
3144,56033,0,0,0
3145,56035,0,0,0
3146,56037,0,0,0
3147,56039,0,0,0
3148,56041,0,0,0
3149,56043,0,0,0
3150,56045,0,0,0
3151,46113,0,0,0
